State,Year,Forecasted_CVD_Prevalences,Lower_80,Upper_80,Lower_95,Upper_95
Tamil Nadu,2025,5897266.753613362,5807068.18377287,5987465.323453854,5759319.945152902,6035213.562073822
Tamil Nadu,2026,6029447.726112811,5917570.169407896,6141325.282817726,5858345.768364595,6200549.683861027
Tamil Nadu,2027,6161628.69861226,6026578.869458368,6296678.527766151,5955087.8083536355,6368169.588870884
Tamil Nadu,2028,6293809.6711117085,6134184.496475614,6453434.845747803,6049684.03331132,6537935.3089120975
Tamil Nadu,2029,6425990.643611157,6240462.7045852,6611518.582637114,6142250.14623812,6709731.140984194
Tamil Nadu,2030,6558171.616110606,6345478.118102384,6770865.114118828,6232884.981495317,6883458.250725895
Telangana,2020,2059570.5516541603,2055463.967733708,2063677.1355746125,2053290.0735212672,2065851.0297870534
Telangana,2021,2107411.0858572004,2098228.4850557614,2116593.6866586395,2093367.5098208503,2121454.6618935503
Telangana,2022,2155251.620060241,2139886.1899998733,2170617.0501206084,2131752.222661829,2178751.0174586526
Telangana,2023,2203092.1542632813,2180599.467788084,2225584.8407384786,2168692.558810246,2237491.7497163163
Telangana,2024,2250932.6884663217,2220477.447008332,2281387.9299243116,2204355.416038922,2297509.9608937213
Telangana,2025,2298773.222669362,2259598.9088130826,2337947.5365256416,2238861.279723275,2358685.165615449
Telangana,2026,2346613.7568724025,2298024.0006536227,2395203.5130911823,2272302.137451986,2420925.376292819
Telangana,2027,2394454.291075443,2335800.5407680124,2453108.0413828734,2304751.120909273,2484157.4612416127
Telangana,2028,2442294.8252784833,2372967.7095424347,2511621.941014532,2336268.1513249045,2548321.499232062
Telangana,2029,2490135.3594815237,2409558.364465258,2570712.3544977894,2366903.4798909184,2613367.239072129
Telangana,2030,2537975.893684564,2445600.572646783,2630351.214722345,2396700.031548313,2679251.7558208155
Tripura,2020,224050.9328283319,223619.96489041098,224481.9007662528,223391.8242450128,224710.04141165098
Tripura,2021,228852.20180521582,227888.52819990178,229815.87541052987,227378.39020836074,230326.0134020709
Tripura,2022,233653.47078209976,232040.93641371524,235266.00515048427,231187.31228263775,236119.62928156176
Tripura,2023,238454.7397589837,236094.231147376,240815.24837059138,234844.65336969224,242064.82614827514
Tripura,2024,243256.00873586762,240059.86496667183,246452.15250506342,238367.92865742475,248144.0888143105
Tripura,2025,248057.27771275156,243946.10560738575,252168.44981811737,241769.7825565668,254344.77286893633
Tripura,2026,252858.5466896355,247759.26528023946,257957.82809903153,245059.86876035237,260657.2246189186
Tripura,2027,257659.81566651943,251504.3622992017,263815.2690338372,248245.86211769618,267073.76921534265
Tripura,2028,262461.08464340336,255185.50847364173,269736.660813165,251334.05109836542,273588.1181884413
Tripura,2029,267262.35362028726,258806.15205258658,275718.5551879879,254329.70934415833,280194.99789641623
Tripura,2030,272063.62259717117,262369.23855593393,281758.0066384084,257237.34163901836,286889.903555324
Uttar Pradesh,2020,10218504.232367985,10141724.235732192,10295284.229003778,10101079.360684955,10335929.104051014
Uttar Pradesh,2021,10507162.440400742,10398579.127839442,10615745.752962042,10341098.594306681,10673226.286494803
Uttar Pradesh,2022,10795820.648433495,10662833.793255335,10928807.503611656,10592434.804606231,10999206.49226076
Uttar Pradesh,2023,11084478.856466252,10930918.863194667,11238038.849737838,10849629.113100192,11319328.599832313
Uttar Pradesh,2024,11373137.064499008,11201451.772709168,11544822.356288847,11110567.069166562,11635707.059831453
Uttar Pradesh,2025,11661795.272531763,11473723.458321461,11849867.086742064,11374164.25379655,11949426.291266976
Uttar Pradesh,2026,11950453.480564518,11747312.703801833,12153594.257327203,11639776.47235755,12261130.488771485
Uttar Pradesh,2027,12239111.688597273,12021945.063474674,12456278.313719872,11906983.99640915,12571239.380785396
Uttar Pradesh,2028,12527769.896630028,12297429.90672265,12758109.886537407,12175495.281580938,12880044.511679118
Uttar Pradesh,2029,12816428.104662783,12573628.436553612,13059227.772771955,12445098.0561914,13187758.153134167
Uttar Pradesh,2030,13105086.31269554,12850435.872449866,13359736.752941215,12715632.072267301,13494540.55312378
Uttarakhand,2020,628292.9168286227,627277.5178533585,629308.3158038869,626739.9981049731,629845.8355522723
Uttarakhand,2021,643188.9509580676,640918.4498250933,645459.4520910418,639716.519128455,646661.3827876801
Uttarakhand,2022,658084.9850875124,654285.7100111926,661884.2601638322,652274.4952741095,663895.4749009153
Uttarakhand,2023,672981.0192169573,667419.4499807592,678542.5884531554,664475.3330678074,681486.7053661072
Uttarakhand,2024,687877.0533464021,680346.6530022497,695407.4536905546,676360.2998574898,699393.8068353145
Uttarakhand,2025,702773.087475847,693086.7986000163,712459.3763516777,687959.1870048102,717586.9879468838
Uttarakhand,2026,717669.1216052918,705654.7589066112,729683.4843039725,699294.7394737318,736043.5037368519
Uttarakhand,2027,732565.1557347367,718062.3575182073,747067.9539512661,710385.0398941619,754745.2715753115
Uttarakhand,2028,747461.1898641816,730319.2822251312,764603.097503232,721244.9044628419,773677.4752655212
Uttarakhand,2029,762357.2239936264,742433.6574102438,782280.7905770091,731886.7583511288,792827.6896361241
Uttarakhand,2030,777253.2581230713,754412.4229816508,800094.0932644918,742321.2152325638,812185.3010135788
West Bengal,2020,5982541.340285409,5972622.249300632,5992460.431270187,5967371.399713194,5997711.2808576245
West Bengal,2021,6156821.733712779,6142794.020715694,6170849.446709865,6135368.198015159,6178275.2694104
West Bengal,2022,6331102.127140148,6313921.757589614,6348282.496690681,6304827.019321271,6357377.234959024
West Bengal,2023,6505382.520567518,6485544.338597962,6525220.702537074,6475042.639423088,6535722.401711947
West Bengal,2024,6679662.913994887,6657483.1522779185,6701842.675711855,6645741.895660782,6713583.932328992
West Bengal,2025,6853943.307422256,6829646.59579731,6878240.019047203,6816784.693591986,6891101.921252526
West Bengal,2026,7028223.700849626,7001980.2528720815,7054467.148827171,6988087.810691917,7068359.591007335
West Bengal,2027,7202504.0942769945,7174448.668282824,7230559.520271165,7159597.022881755,7245411.165672234
West Bengal,2028,7376784.487704365,7347027.214750031,7406541.760658698,7331274.66598772,7422294.309421009
West Bengal,2029,7551064.881131734,7519697.961301393,7582431.800962075,7503093.316954137,7599036.445309331
West Bengal,2030,7725345.274559103,7692447.371501198,7758243.177617008,7675032.273589077,7775658.2755291285
