State,Year,Forecasted_CVD_Deaths,Lower_80,Upper_80,Lower_95,Upper_95
Tamil Nadu,2028,252539.40954726582,239481.3222966394,265597.4967978922,232568.78846083814,272510.0306336935
Tamil Nadu,2029,256112.1908303429,242347.75829794776,269876.62336273806,235061.30785657695,277163.07380410883
Tamil Nadu,2030,259684.97211342,245248.71348340288,274121.23074343713,237606.6197887399,281763.3244381001
Telangana,2020,75502.28195725352,74174.5645798642,76829.99933464284,73471.713456309,77532.85045819805
Telangana,2021,76890.51096889915,75012.83504679675,78768.18689100155,74018.85345553579,79762.16848226251
Telangana,2022,78278.73998054478,75979.0660248144,80578.41393627516,74761.69216865988,81795.78779242968
Telangana,2023,79666.96899219042,77011.5342374118,82322.40374696904,75605.83199030136,83728.10599407948
Telangana,2024,81055.19800383605,78086.33169308581,84024.06431458629,76514.70880275423,85595.68720491786
Telangana,2025,82443.42701548168,79191.19691825159,85695.65711271176,77469.57030039943,87417.28373056393
Telangana,2026,83831.6560271273,80318.8460351763,87344.4660190783,78459.27675354684,89204.03530070776
Telangana,2027,85219.88503877295,81464.53319456815,88975.23688297774,79476.57001204623,90963.20006549967
Telangana,2028,86608.11405041858,82624.96191825066,90591.26618258649,80516.40854758499,92699.81955325216
Telangana,2029,87996.3430620642,83797.73206052865,92194.95406359975,81575.12165408571,94417.5644700427
Telangana,2030,89384.57207370983,84981.0317052748,93788.11244214486,82649.9382449624,96119.20590245727
Tripura,2020,8554.844144989185,8235.270805922586,8874.417484055784,8066.098899124988,9043.589390853382
Tripura,2021,8764.12270826778,8312.17775798694,9216.06765854862,8072.932553021259,9455.3128635143
Tripura,2022,8973.401271546374,8419.884011538586,9526.918531554162,8126.869673751842,9819.932869340906
Tripura,2023,9182.679834824969,8543.533156691768,9821.826512958169,8205.189343096574,10160.170326553363
Tripura,2024,9391.958398103563,8677.370688154057,10106.54610805307,8299.09080467137,10484.825991535756
Tripura,2025,9601.236961382157,8818.44534527155,10384.028577492765,8404.060494803765,10798.41342796055
Tripura,2026,9810.515524660752,8965.003943844007,10656.027105477497,8517.417149638968,11103.613899682536
Tripura,2027,10019.794087939346,9115.904187377664,10923.683988501029,8637.413777446305,11402.174398432388
Tripura,2028,10229.07265121794,9270.352634018142,11187.79266841774,8762.83691362535,11695.308388810532
Tripura,2029,10438.351214496535,9427.771583580812,11448.930845412258,8892.803041986683,11983.899387006388
Tripura,2030,10647.629777775128,9587.724919090191,11707.534636460065,9026.645179173587,12268.614376376669
Uttar Pradesh,2020,340841.2017671654,331766.0725207201,349916.3310136107,326961.98929043586,354720.4142438949
Uttar Pradesh,2021,352994.8592750648,340160.6884144531,365829.03013567644,333366.68875541596,372623.0297947136
Uttar Pradesh,2022,365148.51678296423,349429.9318428667,380867.10172306176,341109.0156042248,389188.01796170365
Uttar Pradesh,2023,377302.17429086356,359151.91579797294,395452.4327837542,349543.7493374045,405060.5992443226
Uttar Pradesh,2024,389455.831798763,369163.22589911486,409748.4376984112,358420.96922663256,420490.69437089347
Uttar Pradesh,2025,401609.4893066624,379380.05330306303,423838.9253102618,367612.5007070051,435606.4779063197
Uttar Pradesh,2026,413763.1468145618,389752.61171269853,437773.68191642506,377042.2022077106,450484.091421413
Uttar Pradesh,2027,425916.8043224612,400248.4626012379,451585.1460436845,386660.4632831636,465173.14536175877
Uttar Pradesh,2028,438070.4618303606,410845.0740910247,465295.84956969647,396432.8244001719,479708.09926054924
Uttar Pradesh,2029,450224.11933826003,421526.0408590854,478922.1978174347,406334.19578236795,494114.0428941521
Uttar Pradesh,2030,462377.77684615937,432278.97821171954,492476.5754805992,416345.6366752282,508409.91701709054
Uttarakhand,2020,21882.634706421464,21601.276111622283,22163.993301220646,21452.33386845803,22312.935544384898
Uttarakhand,2021,22260.736780889427,21862.83564023419,22658.637921544665,21652.19949994103,22869.274061837823
Uttarakhand,2022,22638.83885535739,22151.511474019026,23126.166236695753,21893.53594146526,23384.14176924952
Uttarakhand,2023,23016.940929825352,22454.223740226993,23579.65811942371,22156.339253898484,23877.54260575222
Uttarakhand,2024,23395.043004293315,22765.906060268528,24024.179948318102,22432.861079831953,24357.224928754677
Uttarakhand,2025,23773.145078761278,23083.960086756797,24462.330070765758,22719.12758985884,24827.162567663716
Uttarakhand,2026,24151.24715322924,23406.842282160018,24895.652024298462,23012.778147035293,25289.716159423187
Uttarakhand,2027,24529.349227697203,23733.54694638673,25325.151509007675,23312.27466580041,25746.423789593995
Uttarakhand,2028,24907.451302165166,24063.375517767625,25751.527086562706,23616.548788274864,26198.353816055467
Uttarakhand,2029,25285.55337663313,24395.819377803313,26175.287375462944,23924.822649589627,26646.28410367663
Uttarakhand,2030,25663.65545110109,24730.49456061057,26596.816341591613,24236.509024600866,27090.801877601316
West Bengal,2020,224465.84221022428,219478.5238267183,229453.16059373025,216838.39695252813,232093.28746792043
West Bengal,2021,228713.91823600055,221660.78493817372,235767.05153382738,217927.0817063083,239500.7547656928
West Bengal,2022,232961.99426177682,224323.7054280222,241600.28309553146,219750.8715434968,246173.11698005686
West Bengal,2023,237210.0702875531,227235.43352054112,247184.70705456508,221955.1797721608,252464.9608029454
West Bengal,2024,241458.14631332937,230306.16338237564,252610.1292442831,224402.66022246238,258513.63240419637
West Bengal,2025,245706.22233910568,233489.8371147138,257922.60756349756,227022.87341673876,264389.5712614726
West Bengal,2026,249954.29836488195,236759.09421302445,263149.5025167394,229773.97507425895,270134.6216555049
West Bengal,2027,254202.37439065822,240096.1077950046,268308.6409863119,232628.70133127374,275776.04745004274
West Bengal,2028,258450.4504164345,243488.49526591654,273412.4055669524,235568.11464334605,281332.78618952294
West Bengal,2029,262698.5264422108,246927.24093390274,278469.8119505188,238578.426699641,286818.62618478056
West Bengal,2030,266946.60246798705,250405.53867985588,283487.6662561182,241649.22843923327,292243.9764967408
