State,Year,Forecasted_CVD_Deaths,Lower_80,Upper_80,Lower_95,Upper_95,Forecasted_CVD_DALY
Rajasthan,2029,4381.72000001928,4070.664086382031,4692.775913656528,3906.001032247482,4857.438967791078,NA
Rajasthan,2030,4471.980000021208,4145.741805522811,4798.218194519605,3973.041737379775,4970.918262662641,NA
Sikkim,2020,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2021,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2022,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2023,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2024,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2025,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2026,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2027,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2028,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2029,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Sikkim,2030,2837.4633333333327,2774.415361419059,2900.5113052476063,2741.039781154411,2933.8868855122546,NA
Tamil Nadu,2020,6751.27,6650.1873756213145,6852.352624378686,6596.677466565091,6905.86253343491,NA
Tamil Nadu,2021,6751.27,6608.317581683398,6894.222418316603,6532.643142574736,6969.896857425265,NA
Tamil Nadu,2022,6751.27,6576.189758813716,6926.350241186285,6483.507877619947,7019.032122380054,NA
Tamil Nadu,2023,6751.27,6549.104751242629,6953.4352487573715,6442.0849331301815,7060.455066869819,NA
Tamil Nadu,2024,6751.27,6525.242380545182,6977.297619454819,6405.590586425634,7096.949413574367,NA
Tamil Nadu,2025,6751.27,6503.669148410805,6998.870851589196,6372.597175040324,7129.942824959677,NA
Tamil Nadu,2026,6751.27,6483.830514024244,7018.709485975757,6342.256601983792,7160.283398016209,NA
Tamil Nadu,2027,6751.27,6465.365163366796,7037.174836633205,6314.016285149471,7188.52371485053,NA
Tamil Nadu,2028,6751.27,6448.022126863943,7054.5178731360575,6287.492399695272,7215.047600304729,NA
Tamil Nadu,2029,6751.27,6431.6186750960915,7070.921324903909,6262.405485089954,7240.134514910047,NA
Tamil Nadu,2030,6751.27,6416.016862111469,7086.523137888532,6238.5445712059345,7263.995428794066,NA
Telangana,2020,4698.771603297283,4646.588431118984,4750.954775475582,4618.964328414,4778.578878180566,NA
Telangana,2021,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Telangana,2022,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Telangana,2023,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Telangana,2024,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Telangana,2025,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Telangana,2026,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Telangana,2027,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Telangana,2028,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Telangana,2029,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Telangana,2030,4671.422917779904,4601.078682480999,4741.767153078809,4563.840693691031,4779.005141868777,NA
Tripura,2020,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2021,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2022,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2023,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2024,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2025,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2026,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2027,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2028,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2029,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Tripura,2030,4802.3788888888885,4522.657375521765,5082.100402256012,4374.581750919163,5230.176026858614,NA
Uttar Pradesh,2020,3703.6412500000174,3633.368466043117,3773.9140339569176,3596.168301308828,3811.114198691206,NA
Uttar Pradesh,2021,3761.0025000000346,3661.621775862472,3860.383224137597,3609.012798372727,3912.992201627342,NA
Uttar Pradesh,2022,3818.363750000052,3696.64771779739,3940.0797822027134,3632.215142427669,4004.512357572434,NA
Uttar Pradesh,2023,3875.7250000000695,3735.1794320862696,4016.2705679138694,3660.779102617691,4090.670897382448,NA
Uttar Pradesh,2024,3933.0862500000862,3775.951528104302,4090.220971895872,3692.769430984241,4173.4030690159325,NA
Uttar Pradesh,2025,3990.447500000104,3818.315036500859,4162.579963499349,3727.193614554373,4253.701385445835,NA
Uttar Pradesh,2026,4047.808750000121,3861.884439713994,4233.733060286248,3763.46205509643,4332.155444903812,NA
Uttar Pradesh,2027,4105.170000000138,3906.4085517250137,4303.931448275263,3801.190596745523,4409.149403254753,NA
Uttar Pradesh,2028,4162.5312500001555,3951.7128981294554,4373.349601870856,3840.112403926588,4484.950096073723,NA
Uttar Pradesh,2029,4219.892500000173,3997.670445175429,4442.114554824916,3880.0331952816023,4559.751804718742,NA
Uttar Pradesh,2030,4277.25375000019,4044.1852926414463,4510.322207358933,3920.806304078398,4633.701195921982,NA
Uttarakhand,2020,4812.03,4734.492017832241,4889.567982167759,4693.445889482265,4930.614110517735,NA
Uttarakhand,2021,4812.03,4702.374734019311,4921.685265980688,4644.326742623869,4979.7332573761305,NA
Uttarakhand,2022,4812.03,4677.730275369071,4946.3297246309285,4606.636295612921,5017.423704387079,NA
Uttarakhand,2023,4812.03,4656.954035664481,4967.105964335518,4574.8617789645305,5049.198221035469,NA
Uttarakhand,2024,4812.03,4638.649801034723,4985.410198965276,4546.867867830997,5077.192132169002,NA
Uttarakhand,2025,4812.03,4622.101508003969,5001.958491996031,4521.559437629741,5102.500562370258,NA
Uttarakhand,2026,4812.03,4606.883782022348,5017.1762179776515,4498.285934126275,5125.774065873725,NA
Uttarakhand,2027,4812.03,4592.719468038623,5031.340531961377,4476.623485247738,5147.436514752261,NA
Uttarakhand,2028,4812.03,4579.416053496722,5044.643946503277,4456.277668446795,5167.782331553204,NA
Uttarakhand,2029,4812.03,4566.833371176361,5057.226628823639,4437.034116458829,5187.0258835411705,NA
Uttarakhand,2030,4812.03,4554.865606148274,5069.194393851725,4418.7309993146355,5205.329000685364,NA
West Bengal,2020,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2021,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2022,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2023,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2024,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2025,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2026,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2027,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2028,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2029,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
West Bengal,2030,5281.551111111111,5155.740201228184,5407.362020994038,5089.13992855525,5473.962293666972,NA
Andhra Pradesh,2020,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2021,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2022,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2023,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2024,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2025,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2026,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2027,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2028,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2029,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Andhra Pradesh,2030,NA,5421.3815409635745,5611.1295701475365,5371.158271397511,5661.3528397136,5516.2555555555555
Arunachal Pradesh,2020,NA,1933.6045168298883,1991.655483170112,1918.239354179114,2007.020645820886,1962.63
Arunachal Pradesh,2021,NA,1921.581768046396,2003.678231953604,1899.8521466376023,2025.407853362398,1962.63
Arunachal Pradesh,2022,NA,1912.3563884351313,2012.903611564869,1885.7431460574303,2039.51685394257,1962.63
Arunachal Pradesh,2023,NA,1904.5790336597763,2020.6809663402237,1873.848708358228,2051.411291641772,1962.63
Arunachal Pradesh,2024,NA,1897.727046551854,2027.532953448146,1863.369498379382,2061.8905016206186,1962.63
Arunachal Pradesh,2025,NA,1891.5323766954857,2033.7276233045145,1853.8955683862189,2071.3644316137816,1962.63
Arunachal Pradesh,2026,NA,1885.8357898483937,2039.4242101516063,1845.183390620387,2080.0766093796133,1962.63
Arunachal Pradesh,2027,NA,1880.533536092792,2044.726463907208,1837.0742932752048,2088.1857067247956,1962.63
Arunachal Pradesh,2028,NA,1875.553550489665,2049.7064495103355,1829.458062537342,2095.8019374626583,1962.63
Arunachal Pradesh,2029,NA,1870.8433629955623,2054.4166370044377,1822.254452400165,2103.005547599835,1962.63
Arunachal Pradesh,2030,NA,1866.363362965964,2058.8966370340363,1815.4028836105629,2109.857116389437,1962.63
Assam,2020,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2021,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2022,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2023,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2024,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2025,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2026,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2027,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2028,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2029,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Assam,2030,NA,3718.851411882668,4563.4708103395515,3495.294161186275,4787.028061035945,4141.16111111111
Bihar,2020,NA,3404.3707477536686,3589.096293470064,3355.47684926022,3637.9901919635126,3496.7335206118664
Bihar,2021,NA,3377.671774421292,3607.441891234822,3316.855298147045,3668.258367509069,3492.556832828057
Bihar,2022,NA,3363.958309467557,3614.976383542316,3297.5178386261555,3681.416854383717,3489.4673465049364
Bihar,2023,NA,3356.224378733039,3618.1397424578186,3286.899569551018,3687.46455163984,3487.182060595429
Bihar,2024,NA,3351.646567361728,3619.3367123933817,3280.7932658970326,3690.190013858077,3485.491639877555
Bihar,2025,NA,3348.8423830196716,3619.6400961209242,3277.166557971856,3691.3159211687394,3484.2412395702977
Bihar,2026,NA,3347.0748078771817,3619.557834815178,3274.952907202177,3691.679735490183,3483.31632134618
Bihar,2027,NA,3345.931784578178,3619.3325383587544,3273.5669762808852,3691.697346656047,3482.632161468466
Bihar,2028,NA,3345.1752954922235,3619.0768844766767,3272.677924123996,3691.574255844904,3482.12608998445
Bihar,2029,NA,3344.6641325373957,3618.83936761184,3272.0943314242977,3691.4091687249384,3481.751750074618
Bihar,2030,NA,3344.312428842664,3618.637274570264,3271.703028181704,3691.246675231224,3481.474851706464
Chhattisgarh,2020,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2021,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2022,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2023,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2024,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2025,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2026,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2027,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2028,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2029,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Chhattisgarh,2030,NA,5328.862651379394,5480.872904176161,5288.627967858041,5521.107587697514,5404.8677777777775
Delhi,2020,NA,3505.483825693654,4013.9561743063464,3370.8993246525097,4148.540675347491,3759.72
Delhi,2021,NA,3265.890631911525,4402.869368088475,2964.9505388656344,4703.809461134366,3834.38
Delhi,2022,NA,2957.775340421513,4860.304659578487,2454.20624795563,5363.87375204437,3909.04
Delhi,2023,NA,2591.1911239859896,5376.2088760140105,1854.0414528778656,6113.358547122134,3983.7
Delhi,2024,NA,2172.8940687442873,5943.825931255712,1174.7886957364262,6941.931304263573,4058.36
Delhi,2025,NA,1707.7614691090484,6558.278530890951,423.9071546461728,7842.132845353826,4133.0199999999995
Delhi,2026,NA,1199.5170181072722,7215.842981892727,-392.9082733488567,8808.268273348855,4207.679999999999
Delhi,2027,NA,651.12111448937,7913.558885510629,-1271.1300490635997,9835.8100490636,4282.339999999999
Delhi,2028,NA,64.99939272032134,8649.000607279677,-2207.0484847111256,10921.048484711124,4356.999999999999
Delhi,2029,NA,-556.8139595874218,9420.13395958742,-3197.5525588035825,12060.87255880358,4431.659999999999
Delhi,2030,NA,-1212.581324285894,10225.221324285892,-4239.984813708782,13252.62481370878,4506.319999999999
Goa,2020,NA,5573.736766629547,5681.0707333673,5545.327181727673,5709.480318269174,5627.403749998423
Goa,2021,NA,5619.870924264929,5771.664075728764,5579.69370399531,5811.841295998383,5695.767499996847
Goa,2022,NA,5671.177308111422,5857.085191879119,5621.9704636394345,5906.292036351106,5764.13124999527
Goa,2023,NA,5725.16103325594,5939.828966731448,5668.341863452193,5996.648136535196,5832.494999993694
Goa,2024,NA,5780.855727031958,6020.8617729522775,5717.329963978817,6084.387536005418,5900.858749992118
Goa,2025,NA,5837.765774702361,6100.679225278721,5768.176787888494,6170.268212092588,5969.222499990541
Goa,2026,NA,5895.5967583798765,6179.575741598052,5820.432061878943,6254.740438098986,6037.5862499889645
Goa,2027,NA,5954.156848523554,6257.743151451222,5873.802407984314,6338.097591990461,6105.949999987388
Goa,2028,NA,6013.312799879181,6335.314700092442,5928.084045173559,6420.543454798063,6174.313749985811
Goa,2029,NA,6072.967597388208,6412.387402580262,5983.128601718355,6502.2263982501145,6242.677499984235
Goa,2030,NA,6133.048002517851,6489.0344974474665,6038.82406894859,6583.258431016728,6311.041249982659
Gujarat,2020,NA,5253.599811895636,5500.5501880961965,5188.235995645736,5565.914004346097,5377.074999995916
Gujarat,2021,NA,5280.449714363847,5629.690285619818,5188.011318934776,5722.128681048889,5455.069999991832
Gujarat,2022,NA,5319.19970072394,5746.930299251558,5205.986250002516,5860.143749972982,5533.064999987749
Gujarat,2023,NA,5364.109623783105,5858.010376184225,5233.381991283304,5988.738008684026,5611.059999983665
Gujarat,2024,NA,5412.956085852781,5965.1539141063795,5266.798149449198,6111.311850509963,5689.05499997958
Gujarat,2025,NA,5464.598793235638,6069.501206715357,5304.4907957823425,6229.6092041686525,5767.0499999754975
Gujarat,2026,NA,5518.36035917115,6171.729640771676,5345.423956631791,6344.666043311035,5845.044999971413
Gujarat,2027,NA,5573.79942871136,6272.2805712233,5388.922637853216,6457.157362081444,5923.03999996733
Gujarat,2028,NA,5630.609435662405,6371.460564264085,5434.517986912704,6567.552013013787,6001.034999963245
Gujarat,2029,NA,5688.567171044559,6469.4928288737665,5481.868635134148,6676.1913647841775,6079.0299999591625
Gujarat,2030,NA,5747.504130107893,6566.545869802263,5530.716876741239,6783.333123168917,6157.024999955078
Haryana,2020,NA,4492.285565651666,4683.854434348334,4441.5803489788195,4734.55965102118,4588.07
Haryana,2021,NA,4452.610353880351,4723.5296461196485,4380.902348778544,4795.237651221455,4588.07
Haryana,2022,NA,4422.166493134439,4753.97350686556,4334.342481648281,4841.797518351718,4588.07
Haryana,2023,NA,4396.501131303332,4779.6388686966675,4295.090697957639,4881.04930204236,4588.07
Haryana,2024,NA,4373.889493610759,4802.25050638924,4260.509182316419,4915.63081768358,4588.07
Haryana,2025,NA,4353.447010545467,4822.692989454533,4229.245102399731,4946.894897600268,4588.07
Haryana,2026,NA,4334.648207243315,4841.491792756685,4200.494813753317,4975.645186246682,4588.07
Haryana,2027,NA,4317.150707760701,4858.989292239298,4173.73469755709,5002.4053024429095,4588.07
Haryana,2028,NA,4300.716696954998,4875.423303045001,4148.601046936458,5027.538953063541,4588.07
Haryana,2029,NA,4285.173023068398,4890.9669769316015,4124.829049129859,5051.31095087014,4588.07
Haryana,2030,NA,4270.388970510146,4905.751029489854,4102.218791892642,5073.921208107357,4588.07
Himachal Pradesh,2020,NA,4675.764492387631,4975.080507602469,4596.540328731101,5054.304671258999,4825.42249999505
Himachal Pradesh,2021,NA,4707.476615913953,5130.773384066248,4595.436729203221,5242.813270776979,4919.1249999901
Himachal Pradesh,2022,NA,4753.612227049572,5272.042772920729,4616.391950409308,5409.263049560992,5012.82749998515
Himachal Pradesh,2023,NA,4807.2139847653625,5405.846015195038,4648.765657452302,5564.294342508098,5106.5299999802
Himachal Pradesh,2024,NA,4865.587021587881,5534.877978362619,4688.43640619131,5712.02859375919,5200.23249997525
Himachal Pradesh,2025,NA,4927.349245410562,5660.520754530038,4733.290469153313,5854.579530787287,5293.9349999703
Himachal Pradesh,2026,NA,4991.679630126708,5783.595369803992,4782.072195264445,5993.202804666254,5387.63749996535
Himachal Pradesh,2027,NA,5058.043231808106,5904.636768112694,4833.963458386643,6128.716541534157,5481.3399999604
Himachal Pradesh,2028,NA,5126.0684771331935,6024.016522777704,4888.3959861636,6261.689013747297,5575.042499955449
Himachal Pradesh,2029,NA,5195.48482582825,6142.005174072748,4944.956022951678,6392.533976949319,5668.744999950499
Himachal Pradesh,2030,NA,5266.088041839587,6258.80695805151,5003.331216661164,6521.5637832299335,5762.447499945549
Jammu & Kashmir and Ladakh,2020,NA,4225.342394067992,4370.92760593709,4186.808316154354,4409.461683850729,4298.135000002541
Jammu & Kashmir and Ladakh,2021,NA,4258.785709451961,4464.674290558202,4204.290293852953,4519.16970615721,4361.730000005082
Jammu & Kashmir and Ladakh,2022,NA,4299.244508113644,4551.4054919016025,4232.501527344405,4618.148472670841,4425.325000007623
Jammu & Kashmir and Ladakh,2023,NA,4343.334788141065,4634.505211879263,4266.266632313788,4711.573367706539,4488.920000010164
Jammu & Kashmir and Ladakh,2024,NA,4389.7457848836975,4715.284215141713,4303.58096721853,4801.4490328068805,4552.515000012705
Jammu & Kashmir and Ladakh,2025,NA,4437.805258428109,4794.4147416023825,4343.416429831044,4888.803570199447,4616.1100000152455
Jammu & Kashmir and Ladakh,2026,NA,4487.113867430644,4872.296132604928,4385.16228026997,4974.247719765602,4679.705000017786
Jammu & Kashmir and Ladakh,2027,NA,4537.411418914087,4949.188581126567,4428.42058771607,5058.1794123245845,4743.300000020327
Jammu & Kashmir and Ladakh,2028,NA,4588.517182219221,5025.272817826517,4472.914948478306,5140.875051567432,4806.895000022869
Jammu & Kashmir and Ladakh,2029,NA,4640.299568453143,5100.680431597675,4518.444114711658,5222.535885339161,4870.490000025409
Jammu & Kashmir and Ladakh,2030,NA,4692.659238630851,5175.510761425048,4564.856160548993,5303.313839506906,4934.08500002795
Jharkhand,2020,NA,2569.4746428466233,3074.0253571533767,2435.928135705778,3207.571864294222,2821.75
Jharkhand,2021,NA,2464.9787684611783,3178.5212315388217,2276.1154868550393,3367.3845131449607,2821.75
Jharkhand,2022,NA,2384.7962639127672,3258.7037360872328,2153.4869283714625,3490.0130716285375,2821.75
Jharkhand,2023,NA,2317.199285693247,3326.300714306753,2050.1062714115556,3593.3937285884444,2821.75
Jharkhand,2024,NA,2257.645152357012,3385.854847642988,1959.0260842324203,3684.473915767579,2821.75
Jharkhand,2025,NA,2203.8041002958416,3439.6958997041584,1876.6833008698195,3766.816699130181,2821.75
Jharkhand,2026,NA,2154.2921430621664,3489.2078569378336,1800.961296706177,3842.538703293823,2821.75
Jharkhand,2027,NA,2108.207536922357,3535.292463077643,1730.4809737100786,3913.0190262899214,2821.75
Jharkhand,2028,NA,2064.9239285398708,3578.5760714601292,1664.2844071173336,3979.2155928826664,2821.75
Jharkhand,2029,NA,2023.9852738628783,3619.5147261371217,1601.674137737865,4041.825862262135,2821.75
Jharkhand,2030,NA,1985.047296469349,3658.452703530651,1542.123640220646,4101.376359779354,2821.75
Karnataka,2020,NA,6277.94860726622,6626.668892734619,6185.6479231666035,6718.969576834235,6452.308750000419
Karnataka,2021,NA,6305.945021408825,6799.109978592851,6175.412142138833,6929.642857862843,6552.527500000838
Karnataka,2022,NA,6350.745623970663,6954.746876031852,6190.876149536763,7114.616350465752,6652.746250001257
Karnataka,2023,NA,6404.244714533276,7101.685285470075,6219.6433463340445,7286.286653669306,6752.965000001675
Karnataka,2024,NA,6463.302618281858,7243.06488172233,6256.912014265382,7449.455485738806,6853.183750002094
Karnataka,2025,NA,6526.30911882488,7380.495881180144,6300.219539871,7606.585460134024,6953.402500002512
Karnataka,2026,NA,6592.307673766513,7514.934826239348,6348.1030177977955,7759.139482208066,7053.6212500029305
Karnataka,2027,NA,6660.675042819323,7647.004957187377,6399.60928427934,7908.07071572736,7153.84000000335
Karnataka,2028,NA,6730.97832180117,7777.1391782063665,6454.076269502321,8054.041230505215,7254.058750003768
Karnataka,2029,NA,6802.902315812058,7905.652684196315,6511.021924465583,8197.53307554279,7354.277500004187
Karnataka,2030,NA,6876.209078162454,8032.783421846758,6570.082341110905,8338.910158898307,7454.496250004606
Kerala,2020,NA,6108.287878363485,6303.252121636512,6056.683960326732,6354.8560396732655,6205.769999999999
Kerala,2021,NA,6115.11334942985,6551.066650570145,5999.723480794342,6666.4565192056525,6333.089999999997
Kerala,2022,NA,6095.66529950034,6825.154700499653,5902.581118391645,7018.238881608348,6460.409999999996
Kerala,2023,NA,6053.798430262186,7121.661569737804,5771.152130618413,7404.307869381577,6587.729999999995
Kerala,2024,NA,5992.103237000407,7437.996762999581,5609.39833812803,7820.701661871957,6715.049999999994
Kerala,2025,NA,5912.44982733634,7772.290172663645,5420.179823716682,8264.560176283303,6842.369999999993
Kerala,2026,NA,5816.26598194512,8123.114018054863,5205.680189493192,8733.69981050679,6969.689999999991
Kerala,2027,NA,5704.68681054065,8489.33318945933,4967.635435956923,9226.384564043055,7097.00999999999
Kerala,2028,NA,5578.642377440511,8870.017622559468,4707.46797373479,9741.192026265187,7224.329999999989
Kerala,2029,NA,5438.912653963928,9264.387346036048,4426.370666021496,10276.92933397848,7351.649999999988
Kerala,2030,NA,5286.163897397537,9671.776102602436,4125.362465406506,10832.577534593467,7478.969999999987
Madhya Pradesh,2020,NA,4173.5863897153295,4329.55361028467,4132.304360089982,4370.835639910018,4251.57
Madhya Pradesh,2021,NA,4141.2845206926,4361.855479307399,4082.902914514147,4420.237085485853,4251.57
Madhya Pradesh,2022,NA,4116.498424829299,4386.6415751707,4044.995852078635,4458.1441479213645,4251.57
Madhya Pradesh,2023,NA,4095.602779430659,4407.537220569341,4013.038720179965,4490.1012798200345,4251.57
Madhya Pradesh,2024,NA,4077.1933462726247,4425.946653727375,3984.8839217811887,4518.256078218811,4251.57
Madhya Pradesh,2025,NA,4060.549946502498,4442.590053497501,3959.430038373939,4543.709961626059,4251.57
Madhya Pradesh,2026,NA,4045.2447608477823,4457.895239152217,3936.0227768431137,4567.117223156886,4251.57
Madhya Pradesh,2027,NA,4030.9990413852015,4472.1409586147975,3914.2358290282946,4588.904170971705,4251.57
Madhya Pradesh,2028,NA,4017.619169145988,4485.520830854011,3893.773080269947,4609.366919730052,4251.57
Madhya Pradesh,2029,NA,4004.964171337509,4498.175828662491,3874.418931286865,4628.721068713135,4251.57
Madhya Pradesh,2030,NA,3992.927624888447,4510.212375111552,3856.0106220368352,4647.129377963164,4251.57
Maharashtra,2020,NA,5072.568032399348,5459.431967600652,4970.171334069662,5561.828665930338,5266
Maharashtra,2021,NA,4992.445888022646,5539.554111977354,4847.635088502577,5684.364911497423,5266
Maharashtra,2022,NA,4930.966004307655,5601.033995692345,4753.6097202733345,5778.3902797266655,5266
Maharashtra,2023,NA,4879.136064798698,5652.863935201302,4674.342668139324,5857.657331860676,5266
Maharashtra,2024,NA,4833.472971423406,5698.527028576594,4604.506993286688,5927.493006713312,5266
Maharashtra,2025,NA,4792.190379435837,5739.809620564163,4541.370717182406,5990.629282817594,5266
Maharashtra,2026,NA,4754.227118118773,5777.772881881227,4483.31091926432,6048.68908073568,5266
Maharashtra,2027,NA,4718.891776045291,5813.108223954709,4429.2701770051535,6102.7298229948465,5266
Maharashtra,2028,NA,4685.704097198046,5846.295902801954,4378.514002208986,6153.485997791014,5266
Maharashtra,2029,NA,4654.314410094046,5877.685589905954,4330.507618491078,6201.492381508922,5266
Maharashtra,2030,NA,4624.458741008457,5907.541258991543,4284.847312877675,6247.152687122325,5266
Manipur,2020,NA,3608.8844707472294,3695.7280292526934,3585.898369296513,3718.71413070341,3652.3062499999614
Manipur,2021,NA,3615.504830878339,3738.320169121507,3582.997574460652,3770.8274255391943,3676.912499999923
Manipur,2022,NA,3626.310022179113,3776.727477820657,3586.4969265985396,3816.5405734012297,3701.5187499998847
Manipur,2023,NA,3639.2814414943823,3812.9685585053103,3593.3092385929504,3858.940761406743,3726.1249999998463
Manipur,2024,NA,3653.63719988671,3847.825300112907,3602.2387145052016,3899.223785494415,3750.731249999808
Manipur,2025,NA,3668.976297106808,3881.698702892733,3612.6720773767047,3938.0029226228353,3775.33749999977
